"Pathway1 KEGG","Pathway2 KEGG","Connecting reactions","Connection metabolites"
"map01120","map00260","R00480|R00582|R00588|R00751|R00945|R01388|R01466|R01513|R01518|R01771|R01773|R01775|R02291|R04173|R06977|R06978|R06979|R07650|R08050|R08572","C00002|C00049|C00008|C03082|C01005|C00001|C00065|C00009|C00048|C00168|C00037|C00188|C00084|C00143|C00101|C00258|C00003|C00004|C00080|C01102|C00197|C03232|C00631|C00263|C00441|C00006|C00005|C00026|C00025|C03283|C00024|C06442|C00010|C06231|C00986|C00011|C00007|C16432|C00042"
"map01120","map00910","R00021|R00093|R00114|R00148|R00149|R00253|R00294|R00783|R00785|R00787|R00789|R00790|R00791|R00794|R00796|R00798|R02492|R02804|R05185|R05186|R05712|R09446|R09808|R09809|R10164","C00025|C00139|C00064|C00026|C00138|C00080|C00003|C00004|C00006|C00005|C00014|C00007|C00390|C00192|C00001|C00399|C00002|C00011|C00008|C00009|C00169|C00533|C00126|C00887|C00125|C00088|C05357|C05358|C00244|C00028|C00030|C00697|C00282|C02745|C02869|C19935"
"map01120","map00930","R02229|R02231|R02233|R02564|R03278|R03279|R03751|R05099|R05100|R05231|R05283|R05356|R05507|R05771|R06621|R06622|R06940|R06941|R06942|R06943|R06944|R06945","C00414|C00004|C00080|C00854|C00003|C00007|C00005|C01880|C00006|C00001|C00571|C00027|C00014|C02824|C00059|C01147|C06105|C03739|C06103|C06102|C06104|C06593|C02378|C00026|C00025|C11519|C11520|C12313|C12314|C00058|C14145|C02232|C14144|C14143|C00016|C01352|C00010|C00002|C00020|C00013|C11249"
"map01120","map00920","R00295|R00508|R00509|R00528|R00529|R00533|R00586|R00781|R00858|R00859|R00861|R00897|R01930|R01931|R02021|R05072|R05717|R07177|R07365|R08553|R09499|R10146|R10149|R10150|R10151","C01861|C01328|C00028|C00001|C00030|C11481|C00053|C00224|C00009|C00002|C00008|C00094|C00125|C00059|C00126|C00080|C00013|C00007|C00027|C00065|C00024|C00979|C00010|C00087|C00283|C00006|C00005|C00139|C00138|C00097|C00033|C00320|C00177|C01755|C00342|C00343|C00054|C00950|C06484|C00020|C00127|C00051|C15494|C02084|C15495|C00016|C01352|C00004|C00003|C05819|C00828|C05359"
"map01200","map01200","R00024|R00134|R00149|R00150|R00199|R00200|R00206|R00209|R00214|R00216|R00220|R00230|R00235|R00237|R00238|R00258|R00267|R00315|R00341|R00342|R00343|R00344|R00345|R00351|R00352|R00354|R00355|R00361|R00402|R00405|R00406|R00432|R00472|R00473|R00479|R00519|R00524|R00527|R00582|R00586|R00588|R00604|R00608|R00614|R00658|R00705|R00706|R00709|R00727|R00740|R00742|R00756|R00762|R00833|R00897|R00919|R00934|R00943|R00945|R01011|R01015|R01049|R01056|R01058|R01061|R01063|R01067|R01068|R01070|R01082|R01142|R01146|R01171|R01175|R01196|R01197|R01220|R01221|R01256|R01322|R01324|R01388|R01440|R01512|R01513|R01518|R01519|R01520|R01521|R01523|R01528|R01529|R01538|R01541|R01588|R01608|R01641|R01644|R01655|R01737|R01786|R01827|R01829|R01830|R01845|R01859|R01975|R01976|R02035|R02036|R02164|R02189|R02511|R02736|R02740|R02765|R03015|R03026|R03045|R03158|R03390|R03464|R04173|R04347|R04432|R04455|R04456|R04464|R04540|R04541|R04779|R04780|R05076|R05336|R05338|R05339|R05605|R06982|R06983|R07147|R07157|R07159|R07168|R08058|R08059|R08060|R08549|R08570|R08571|R08572|R09084|R09085|R09096|R09098|R09124|R09279|R09280|R09281|R09282|R09283|R09286|R09289|R09518|R09738|R09780|R09998|R09999|R10243|R10324|R10343|R10615|R10660|R10782|R10860|R10866","C01182|C00011|C00001|C00197|C00058|C00006|C00005|C00080|C00002|C00014|C00008|C00009|C00169|C00022|C00020|C00074|C00013|C00010|C00003|C00024|C00004|C00149|C00065|C00227|C00033|C01011|C00332|C00041|C00026|C00025|C00311|C00036|C00288|C00158|C00566|C00049|C15602|C15603|C00042|C00122|C00091|C04348|C00044|C00035|C00048|C00488|C01031|C00051|C01005|C00979|C00168|C00037|C00067|C00132|C00007|C00027|C00631|C00222|C00081|C00104|C00083|C00085|C00354|C01213|C00283|C00097|C00100|C00894|C06027|C00101|C00234|C00143|C00184|C00111|C00118|C00117|C00119|C00199|C00236|C00279|C00231|C05378|C01438|C18233|C18234|C00136|C00877|C00016|C01352|C00138|C00139|C00445|C00258|C03232|C00198|C00257|C00221|C00345|C00204|C04442|C00543|C04253|C00218|C04570|C01013|C05382|C00989|C00232|C00267|C00668|C05345|C00447|C00683|C01144|C01236|C00404|C00565|C01172|C01001|C00028|C00862|C00030|C05668|C01217|C01274|C04330|C04488|C03576|C03920|C00282|C04377|C00876|C01080|C04832|C11904|C04628|C11903|C06028|C11062|C06019|C14180|C00031|C00237|C00440|C00577|C18323|C02869|C02745"
"map01210","map01210","R00226|R00258|R00259|R00267|R00268|R00271|R00351|R00355|R00480|R00669|R00694|R00709|R00734|R00994|R01090|R01213|R01214|R01324|R01325|R01652|R01899|R01900|R01934|R01936|R01939|R02199|R02282|R02283|R02291|R02649|R03213|R03214|R03443|R03444|R03896|R03898|R03968|R04001|R04371|R04426|R04440|R04441|R04862|R05068|R05069|R05070|R05071|R06977|R07399|R08160|R08164|R08167|R08168|R08170|R08214|R08215|R08331|R08332|R08618|R08619|R08620|R08621|R08622|R08623|R08624|R08625|R08626|R08627|R08628|R08629|R08630|R08631|R08634|R08636|R08638|R08640|R08641|R08642|R08643|R08644|R08645|R08646|R08647|R08648|R08654|R08655|R08660|R08661|R08662|R08663|R08664|R08665|R08666|R08667|R08668|R08669|R08670|R08671|R08672|R08673|R08674|R08675|R09403|R09578|R09720|R09775|R09776|R09777|R09778|R09779|R10052|R10170|R10391|R10392|R10393|R10394|R10395|R10396|R10499|R10500|R10501|R10502|R10503|R10670|R10671|R10672","C06010|C00011|C00022|C00041|C00026|C00025|C00024|C00010|C00624|C00311|C00006|C00005|C00080|C05379|C00001|C01251|C00158|C00036|C00049|C00002|C00008|C03082|C00437|C00033|C00077|C00079|C00166|C00003|C00004|C00082|C01179|C00109|C06032|C00123|C00233|C02504|C00141|C00183|C00417|C04236|C05662|C00322|C05533|C00956|C00407|C00671|C01250|C00441|C00009|C04133|C00029|C03719|C00015|C01069|C00053|C00054|C02153|C04002|C02612|C02226|C02631|C04411|C04272|C04181|C06007|C14463|C06006|C03283|C00078|C00007|C02937|C16516|C16517|C05837|C00097|C16518|C00014|C16597|C16588|C16600|C16589|C16583|C16598|C00073|C00161|C01180|C00151|C17210|C17212|C17211|C17213|C17214|C17215|C17216|C17217|C17218|C17219|C17220|C17221|C17222|C17223|C17224|C17225|C17226|C17227|C17228|C17229|C17230|C17231|C17232|C17233|C17237|C17235|C17236|C17238|C17239|C17240|C08426|C03219|C17255|C17241|C17242|C17243|C17244|C08412|C17245|C17248|C08409|C17246|C17249|C17251|C17253|C19491|C19714|C19885|C19886|C19887|C19888|C19889|C00047|C20581|C20582|C20653|C20654|C20327|C04350"
"map01210","map00260","R00480|R02291|R06977","C00002|C00049|C00008|C03082|C00441|C00009|C00006|C00005|C00080|C00025|C00026|C03283"
"map01210","map00330","R00259|R00669|R02282|R02283|R02649|R03443","C00024|C00025|C00010|C00624|C00437|C00001|C00033|C00077|C00026|C01250|C00002|C00008|C04133|C00009|C00006|C00005|C00080"
"map01210","map00300","R00271|R00480|R01934|R01939|R02291|R03444|R04371|R09775|R09776|R09777|R09778|R09779","C00024|C00001|C00026|C01251|C00010|C00002|C00049|C00008|C03082|C05662|C00003|C00322|C00011|C00004|C00080|C00956|C00025|C00441|C00009|C00006|C00005|C04002|C19885|C19886|C19887|C19888|C19889|C00047"
"map01210","map00680","R08214|R08215|R08331|R08332|R10392|R10393|R10395|R10396","C16597|C00003|C16588|C00011|C00004|C00080|C16600|C16589|C00322|C00024|C00001|C16583|C00010|C16598|C20581|C20582"
"map01210","map00020","R00268|R00351|R00709|R01325|R01899|R01900","C05379|C00026|C00011|C00158|C00010|C00024|C00001|C00036|C00311|C00003|C00004|C00080|C00417|C00006|C00005"
"map01210","map00290","R00226|R00994|R01090|R01213|R01214|R01652|R02199|R03896|R03898|R03968|R04001|R04426|R04440|R04441|R05068|R05069|R05070|R05071|R07399|R08648","C06010|C00011|C00022|C00109|C00004|C00080|C06032|C00003|C00123|C00026|C00233|C00025|C02504|C00010|C00024|C00141|C00001|C00183|C04236|C00407|C00671|C02612|C02226|C02631|C04411|C04272|C00006|C04181|C00005|C06007|C14463|C06006"
"map01210","map00966","R01090|R01214|R02199|R03213|R03214|R08160|R08164|R08167|R08168|R08170|R08618|R08619|R08620|R08621|R08622|R08623|R08624|R08625|R08626|R08627|R08628|R08629|R08630|R08631|R08634|R08636|R08638|R08640|R08641|R08642|R08643|R08644|R08645|R08646|R08647|R08654|R08655|R08660|R08661|R08662|R08663|R08664|R08665|R08666|R08667|R08668|R08669|R08670|R08671|R08672|R08673|R08674|R08675|R09403|R09578|R10670|R10671|R10672","C00123|C00026|C00233|C00025|C00183|C00141|C00407|C00671|C00029|C03719|C00015|C01069|C00053|C00054|C02153|C00078|C00007|C00005|C00080|C02937|C00001|C00006|C00011|C16516|C16517|C05837|C00097|C16518|C00022|C00014|C00073|C00161|C01180|C00151|C00024|C17210|C00010|C17212|C17211|C17213|C17214|C17215|C17216|C17217|C17218|C17219|C17220|C17221|C17222|C17223|C17224|C17225|C17226|C17227|C17228|C17229|C17230|C17231|C17232|C17233|C17237|C17235|C17236|C17238|C17239|C17240|C08426|C03219|C17255|C17241|C17242|C17243|C17244|C08412|C17245|C17248|C08409|C17246|C17249|C17251|C17253|C19491|C00079|C19714|C00082|C04350"
"map01212","map01212","R00238|R00742|R01175|R01177|R01274|R01278|R01279|R01280|R01624|R01626|R01706|R01923|R01975|R02222|R03026|R03370|R03776|R03777|R03778|R03814|R03856|R03857|R03858|R03989|R03990|R03991|R04170|R04355|R04428|R04429|R04430|R04533|R04534|R04535|R04536|R04537|R04543|R04544|R04566|R04568|R04724|R04725|R04726|R04737|R04738|R04739|R04740|R04741|R04742|R04743|R04744|R04745|R04746|R04747|R04748|R04749|R04751|R04753|R04754|R04952|R04953|R04954|R04955|R04956|R04957|R04958|R04959|R04960|R04961|R04962|R04963|R04964|R04965|R04966|R04967|R04968|R04969|R04970|R06985|R07758|R07759|R07760|R07761|R07762|R07763|R07764|R07765|R07933|R07934|R07935|R07936|R07937|R07950|R07951|R07952|R07953|R10700|R10707","C00024|C00010|C00332|C00002|C00288|C00008|C00009|C00083|C00136|C00016|C01352|C00877|C05269|C00154|C00001|C00249|C00006|C05272|C00005|C00080|C00020|C00013|C00229|C03939|C01209|C05764|C00318|C02990|C01144|C00003|C00004|C00412|C00999|C00007|C00510|C00996|C04088|C00030|C01203|C00028|C01944|C05276|C05265|C02050|C03035|C01832|C03221|C05261|C02593|C05273|C05259|C05262|C05744|C00011|C04618|C04246|C05745|C04619|C05753|C05754|C04620|C05750|C05751|C04633|C05762|C05763|C04688|C05759|C05760|C05223|C05758|C05258|C05260|C05263|C05274|C05264|C05275|C05266|C05267|C05270|C05268|C05271|C05746|C05747|C05748|C05749|C05752|C05755|C05756|C05757|C05761|C16216|C16217|C16218|C16219|C16220|C16221|C16162|C16163|C16168|C16374|C16375|C16376|C16169|C16172|C16387|C16388|C16389|C16173"
"map01212","map00020","",""
"map01220","map01220","R00228|R00750|R00812|R00813|R00816|R00817|R00818|R01142|R01238|R01295|R01296|R01298|R01300|R01306|R01419|R01427|R01628|R01631|R01633|R01763|R02229|R02231|R02253|R02451|R02550|R02601|R02602|R02603|R02604|R02606|R02698|R02762|R02941|R02968|R02991|R03303|R03307|R03462|R03470|R03543|R03559|R03560|R03562|R03608|R03630|R03751|R03966|R03997|R04088|R04089|R04115|R04117|R04134|R04136|R04151|R04376|R04379|R04380|R04418|R04419|R04597|R05099|R05136|R05137|R05138|R05148|R05231|R05232|R05235|R05239|R05240|R05241|R05245|R05247|R05248|R05261|R05262|R05263|R05264|R05266|R05271|R05272|R05275|R05281|R05282|R05283|R05288|R05289|R05290|R05291|R05292|R05293|R05295|R05298|R05299|R05309|R05313|R05314|R05316|R05347|R05348|R05352|R05353|R05354|R05355|R05359|R05360|R05361|R05362|R05364|R05365|R05366|R05374|R05377|R05389|R05395|R05396|R05397|R05404|R05408|R05411|R05413|R05414|R05415|R05416|R05417|R05419|R05428|R05429|R05434|R05439|R05440|R05441|R05442|R05443|R05448|R05452|R05453|R05492|R05493|R05506|R05575|R05581|R05582|R05584|R05587|R05588|R05592|R05594|R05597|R05598|R05599|R05600|R05621|R05622|R05632|R05642|R05648|R05649|R05650|R05663|R05664|R05665|R05666|R05745|R05843|R05864|R05865|R06369|R06370|R06371|R06378|R06386|R06390|R06394|R06396|R06515|R06780|R06781|R06782|R06783|R06784|R06785|R06786|R06787|R06788|R06789|R06831|R06832|R06856|R06857|R06903|R06904|R06905|R06906|R06907|R06908|R06909|R06910|R06911|R06912|R06913|R06914|R06915|R06916|R06917|R06918|R06926|R06927|R06928|R06944|R06989|R06990|R07436|R07665|R07666|R07667|R07781|R07784|R07785|R07826|R08101|R08103|R08105|R08109|R08110|R08112|R08113|R08123|R08815|R09097|R09130|R09131|R09132|R09133|R09201|R09213|R09225|R09226|R09227|R09228|R09229|R09252|R09512|R09883|R10042|R10043","C00084|C00010|C00003|C00024|C00004|C00080|C00022|C03589|C04091|C00090|C06321|C00011|C00007|C00682|C02480|C00805|C00001|C01438|C00132|C00156|C00146|C00180|C00005|C00006|C00230|C00002|C00020|C00013|C02949|C02519|C00030|C00067|C00028|C00261|C00587|C01163|C06318|C00556|C00414|C00854|C01880|C00423|C00811|C00512|C00138|C06322|C00139|C00009|C00008|C01455|C00596|C03453|C00042|C04479|C00058|C01273|C00642|C01161|C02501|C06202|C00829|C04314|C03586|C00846|C04642|C01278|C02526|C01407|C04592|C01542|C01467|C02923|C01606|C04783|C06103|C02625|C02933|C06210|C03012|C06204|C03063|C05600|C03351|C03067|C04468|C03164|C04044|C04186|C04052|C04793|C04844|C06102|C06104|C06203|C00033|C06337|C06576|C06577|C06578|C06589|C06579|C06580|C06585|C06586|C06587|C06581|C06584|C06588|C06575|C06678|C06679|C02236|C03233|C06677|C06757|C06758|C06756|C01454|C06729|C06730|C06760|C00479|C06762|C04112|C06720|C06727|C06728|C06731|C07216|C07209|C07213|C07214|C11348|C07113|C07478|C07084|C07085|C06329|C02222|C00698|C02370|C07731|C07734|C07087|C00511|C06582|C02632|C08062|C00108|C07123|C00163|C07479|C11354|C06649|C06650|C07093|C07094|C07097|C01327|C03569|C07733|C08060|C08061|C07083|C03664|C00026|C00048|C07215|C07092|C07729|C07732|C07111|C02124|C02375|C07212|C07208|C07096|C07114|C07118|C00288|C04623|C07088|C09819|C09820|C06749|C09821|C09812|C09813|C09817|C04253|C09818|C04570|C00091|C09816|C01063|C06714|C00122|C09811|C03203|C11425|C11426|C11427|C07211|C01468|C11422|C11929|C11934|C11935|C11936|C11397|C11398|C11402|C11404|C11405|C11407|C05629|C11457|C12621|C11588|C12622|C12623|C12624|C06594|C12832|C12831|C06990|C12837|C05618|C14098|C14115|C14116|C14117|C14118|C14119|C14120|C14082|C14083|C14084|C14085|C14086|C14087|C14088|C14089|C14090|C14091|C02909|C14099|C14101|C14143|C14610|C00223|C00323|C16249|C01324|C16247|C16248|C01197|C02359|C16481|C11272|C16483|C16473|C02364|C16479|C02371|C16480|C16472|C00540|C00100|C18236|C18238|C18240|C18300|C18301|C18302|C04558|C18311|C18312|C18314|C03223|C20199|C20240"
"map01230","map01230","R00114|R00149|R00177|R00194|R00200|R00220|R00226|R00239|R00253|R00258|R00259|R00267|R00271|R00344|R00351|R00355|R00397|R00451|R00480|R00483|R00551|R00582|R00586|R00658|R00669|R00671|R00694|R00709|R00715|R00732|R00733|R00734|R00751|R00897|R00945|R00946|R00985|R00986|R00994|R00996|R01001|R01015|R01049|R01056|R01061|R01063|R01070|R01071|R01073|R01086|R01090|R01158|R01213|R01214|R01248|R01251|R01286|R01290|R01291|R01324|R01373|R01398|R01466|R01512|R01513|R01518|R01529|R01641|R01714|R01715|R01728|R01731|R01771|R01773|R01775|R01777|R01795|R01826|R01827|R01830|R01934|R01939|R01954|R02199|R02282|R02283|R02291|R02315|R02412|R02413|R02649|R02722|R02733|R02734|R02735|R02755|R03013|R03083|R03084|R03102|R03103|R03132|R03243|R03260|R03313|R03314|R03443|R03444|R03457|R03460|R03508|R03509|R03896|R03898|R04035|R04037|R04173|R04198|R04199|R04336|R04364|R04365|R04371|R04405|R04440|R04441|R04467|R04475|R04558|R04640|R04779|R05068|R05069|R05070|R05071|R05338|R06977|R07159|R07274|R07276|R07399|R07613|R08648|R09720|R09775|R09776|R09777|R09778|R09779|R09780|R10052|R10147|R10170|R10305|R10404|R10409","C00025|C00006|C00064|C00026|C00005|C00080|C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00013|C00019|C00073|C00021|C03539|C00147|C00022|C00074|C00065|C06010|C03287|C00041|C00024|C00010|C00624|C00311|C01251|C00288|C00036|C00158|C00049|C00680|C00047|C03082|C00020|C00152|C00062|C00077|C00086|C01005|C00979|C00631|C00437|C00033|C00148|C00079|C00166|C00003|C00004|C00449|C00826|C00082|C01179|C00188|C00037|C00084|C00283|C00097|C00143|C00101|C00440|C00155|C00251|C00108|C00109|C06032|C02291|C00118|C00111|C00117|C00119|C00199|C00236|C05378|C02739|C04302|C03406|C00122|C00123|C00233|C00860|C00135|C02504|C00141|C00183|C03912|C11838|C00254|C00327|C01102|C00197|C03232|C00231|C05382|C01269|C00263|C00441|C00091|C01118|C00272|C00007|C00268|C00279|C04691|C05345|C05662|C00322|C00956|C00407|C00671|C01250|C04076|C00493|C03175|C02637|C04133|C03506|C00078|C04390|C00666|C04421|C00042|C03871|C01100|C00944|C00320|C05824|C01267|C01165|C04002|C04666|C01302|C02612|C02226|C02741|C04896|C03972|C20258|C05539|C04462|C04489|C04144|C04272|C04181|C04916|C04677|C06007|C14463|C06006|C00067|C06019|C03283|C00139|C00138|C19885|C19886|C19887|C19888|C19889|C04411|C07292|C00094|C07293"
"map01501","map00312","","C00025|C00006|C00064|C00026|C00005|C00080|C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00013|C00019|C00073|C00021|C03539|C00147|C00022|C00074|C00065|C06010|C03287|C00041|C00024|C00010|C00624|C00311|C01251|C00288|C00036|C00158|C00049|C00680|C00047|C03082|C00020|C00152|C00062|C00077|C00086|C01005|C00979|C00631|C00437|C00033|C00148|C00079|C00166|C00003|C00004|C00449|C00826|C00082|C01179|C00188|C00037|C00084|C00283|C00097|C00143|C00101|C00440|C00155|C00251|C00108|C00109|C06032|C02291|C00118|C00111|C00117|C00119|C00199|C00236|C05378|C02739|C04302|C03406|C00122|C00123|C00233|C00860|C00135|C02504|C00141|C00183|C03912|C11838|C00254|C00327|C01102|C00197|C03232|C00231|C05382|C01269|C00263|C00441|C00091|C01118|C00272|C00007|C00268|C00279|C04691|C05345|C05662|C00322|C00956|C00407|C00671|C01250|C04076|C00493|C03175|C02637|C04133|C03506|C00078|C04390|C00666|C04421|C00042|C03871|C01100|C00944|C00320|C05824|C01267|C01165|C04002|C04666|C01302|C02612|C02226|C02741|C04896|C03972|C20258|C05539|C04462|C04489|C04144|C04272|C04181|C04916|C04677|C06007|C14463|C06006|C00067|C06019|C03283|C00139|C00138|C19885|C19886|C19887|C19888|C19889|C04411|C07292|C00094|C07293"
"map01501","map07011","",""
"map01501","map07012","",""
"map01501","map07013","",""
"map01501","map00550","",""
"map01501","map00550","",""
"map01502","map01502","",""
"map01502","map00550","",""
"map01502","map00550","",""
"map01502","map00550","",""
"map02010","map02010","",""
"map02020","map02030","",""
"map02020","map00195","",""
"map02020","map00910","",""
"map02020","map00550","",""
"map02020","map00251","",""
"map02020","map02040","",""
"map02020","map02020","",""
"map02020","map04112","",""
"map02020","map02040","",""
"map02020","map04011","",""
"map02020","map03070","",""
"map02020","map00190","",""
"map02030","map02030","",""
"map02030","map02040","",""
"map02040","map03070","",""
"map02040","map02030","",""
"map02040","map02040","",""
"map02060","map02060","R02628","C00074|C00615|C00022|C04261"
"map03008","map03008","",""
"map03008","map03010","",""
"map03010","map03010","",""
"map03013","map03013","",""
"map03013","map03040","",""
"map03013","map03010","",""
"map03013","map03015","",""
"map03013","map03020","",""
"map03013","map03008","",""
"map03015","map03040","",""
"map03015","map03015","",""
"map03015","map03013","",""
"map03015","map03018","",""
"map03015","map03018","",""
"map03018","map03018","",""
"map03018","map03015","",""
"map03020","map03020","",""
"map03022","map03022","",""
"map03022","map03020","",""
"map03022","map03420","",""
"map03030","map03030","",""
"map03040","map03040","",""
"map03050","map04120","",""
"map03050","map03050","",""
"map03060","map03060","",""
"map03070","map03070","",""
"map03320","map04920","",""
"map03320","map00071","",""
"map03320","map00072","",""
"map03320","map00120","",""
"map03320","map00564","",""
"map03320","map03320","",""
"map03410","map03410","",""
"map03420","map03020","",""
"map03420","map03020","",""
"map03420","map04120","",""
"map03420","map03420","",""
"map03430","map05210","",""
"map03430","map03430","",""
"map03440","map03440","",""
"map03450","map03450","",""
"map03460","map03460","",""
"map03460","map03440","",""
"map03460","map03430","",""
"map04010","map04010","",""
"map04010","map04070","",""
"map04010","map04110","",""
"map04010","map04210","",""
"map04010","map04310","",""
"map04010","map04115","",""
"map04011","map04011","",""
"map04011","map04110","",""
"map04012","map05223","",""
"map04012","map05212","",""
"map04012","map04150","",""
"map04012","map05213","",""
"map04012","map05214","",""
"map04012","map04020","",""
"map04012","map04010","",""
"map04012","map04012","",""
"map04012","map04110","",""
"map04012","map04151","",""
"map04013","map04013","",""
"map04014","map04010","",""
"map04014","map04917","",""
"map04014","map04151","",""
"map04014","map04020","",""
"map04014","map04144","",""
"map04014","map04810","",""
"map04014","map04720","",""
"map04014","map04660","",""
"map04014","map04010","",""
"map04015","map04010","",""
"map04015","map04015","",""
"map04015","map04810","",""
"map04015","map04020","",""
"map04015","map04151","",""
"map04015","map04520","",""
"map04015","map04014","",""
"map04015","map04510","",""
"map04015","map04660","",""
"map04020","map04730","",""
"map04020","map04720","",""
"map04020","map04070","",""
"map04020","map04210","",""
"map04020","map04010","",""
"map04020","map04020","",""
