"KEGG ID","Names","chEBI","Occurence"
"C04887","alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-R","17483","1"
"C04890","N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R|N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R","16059","1"
"C04891","N-Acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R|N-Acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R","16198","1"
"C04894","UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine|UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine","17329|71358","1"
"C04895","7,8-Dihydroneopterin 3'-triphosphate|2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate|6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin|6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin","18372","6"
"C04896","5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide|N-(5'-Phospho-D-ribosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide|N-(5'-Phosphoribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide|Phosphoribosyl-formimino-AICAR-phosphate|1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide|1-(5-Phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide","18302","2"
"C04898","Oligosaccharide with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl group","7764","0"
"C04899","(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate|(S)-NADPH-hydrate|(S)-NADPHX|(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate","28316|64084","3"
"C04900","Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide","37645","2"
"C04901","alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R","16565","1"
"C04902","beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R|beta-D-Galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl-R","15876","2"
"C04903","3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein|beta-D-Glucuronyl-1,3-D-galactosylproteoglycan","16936","2"
"C04904","N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysyl-D-alanine","27877","0"
"C04905","1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide|Pyrithiamine","15797","1"
"C04906","N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-R|2,6-Bis(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R","32601","1"
"C04907","alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein","","1"
"C04908","1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide|Oxypyrithiamine","16986","1"
"C04909","alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol","16295","1"
"C04910","1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide|Ceramidetetrasaccharide|Ceramidetetrahexoside|Paragloboside|Lc4Cer","17292","4"
"C04911","D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide|GM1|GM1a|D-Galactosyl-1,3-beta-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine|Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer","18216","6"
"C04913","N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan","21511","1"
"C04914","alpha-D-Mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R","22407","1"
"C04916","N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide|5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide|Phosphoribulosyl-formimino-AICAR-phosphate|5-[(5-Phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide","27735","2"
"C04917","N-Acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-N-acetyl-alpha-D-galactosaminyl-R|N-Acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-N-acetyl-D-galactosaminyl-R|Core 4","16478","1"
"C04919","2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate|2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate|Lipid A disaccharide bisphosphate|Lipid IV(A)|2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose","29056","3"
"C04920","6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol","17139","1"
"C04922","beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide|beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide|D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide","17006","4"
"C04923","1,3-alpha-D-Mannosyl-(1,2-N-acetyl-alpha-D-glucosaminyl)-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose","29111","1"
"C04924","N-Acetyl-D-galactosaminyl-1,4-beta-N-acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide|GalNAc-beta1->4Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer","16121","1"
"C04925","N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide|Forssman hapten|GalNAc-alpha1->3GalNAc-beta1->3Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer|GalNAc-alpha1->3GalNAc-beta1->3Gal-alpha1->4LacCer","18056","2"
"C04926","alpha-N-Acetylneuraminyl-2,3-beta-D-galactose-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminyl-R|N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R","17850","1"
"C04927","N-Acetylneuraminyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide|GD1a|NeuAc-alpha2->3Gal-beta1->3GalNAc-beta1->4(NeuAc-alpha2->3)LacCer|NeuAc-alpha2->3Gal-beta1->3GalNAc-beta1->4(NeuAc-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer","18163","4"
"C04930","N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R","17581","1"
"C04931","Argatroban|(2R,4R)-4-Methyl-1[Nalpha-[(3-methyl-1,2,3,4-tetrahydro-8-quinolinyl)sulfonyl]-L-arginyl]-2-piperadinecarboxylic acid","48720","0"
"C04932","Lipid A disaccharide|Tetraacyldisaccharide 1-phosphate|[2-N,3-O-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl]-(1->6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl phosphate]|2,3-Bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl-(1->6)-2,3-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate","18380","2"
"C04934","N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-alpha-D-mannosyl-R|2,4,6-Tris(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R","32602","1"
"C04936","alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide|Neu5Ac-alpha2->3Gal-beta1->4GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer","36528","1"
"C04937","N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R","32890","1"
"C04938","N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide","16297","1"
"C04939","N-Acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide","16506","1"
"C04940","(N-Acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-R","289","0"
"C04942","beta-D-Mannosyl-R","12384","1"
"C04943","N-Acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-beta-D-mannosyl-R|3-(2,4-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R","11714","1"
"C04944","6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R","17182","2"
"C05001","Fructose 1-phosphate(pyranose)","37516","0"
"C05003","Fructose(pyranose)","28614|37719","0"
"C05005","Glycolipid","33563","4"
"C05009","Heme-thiolate(P-450)","36073","0"
"C05010","Histidylleucine|N-L-Histidyl-L-leucin|His-Leu","5729","0"
"C05011","Hydroxytamoxifen|4-Hydroxytamoxifen","44616","2"
"C05016","L-Glutamate methylester","28575","0"
"C05021","N-Acetyl-beta-D-galactosamine","28497","0"
"C05026","N3-Metyladenine","7383","0"
"C05028","Norethindrone|19-Norethisterone|19-Nor-17alpha-ethynyl-17beta-hydroxy-4-androsten-3-one","7627","0"
"C05031","O6-Methyl-2'-deoxyguanosine","27549","0"
"C05042","Glufosinate|Phosphinothricin|2-Amino-4-(hydroxymethylphosphinyl)butanoic acid","52136","2"
"C05052","Ribulose","17173|28721","0"
"C05057","cis-3-Enoyl-CoA","27773","0"
"C05058","m-Aminophenol|3-Aminophenol|3-Hydroxyaniline","28924","0"
"C05060","o-Benzosemiquinone|2-Hydroxyphenoxy radical","28301","0"
"C05067","trans-3-Enoyl-CoA","27700","1"
"C05071","Chlorsulfuron","47066","0"
"C05073","Coumermycin A1|Coumermycin","3907","1"
"C05076","Imazaquin","5869","0"
"C05079","Nalidixic acid","100147","0"
"C05080","Novobiocin","28368","1"
"C05086","Cyclosporin A|Ciclosporin|Cyclosporine","4031","0"
"C05100","3-Ureidoisobutyrate","1670","2"
"C05102","alpha-Hydroxy fatty acid","10283","1"
"C05103","4alpha-Methylzymosterol","1949","2"
"C05104","delta7,24-Cholestadien-3beta-ol","10542","0"
"C05107","7-Dehydrodesmosterol|Cholesta-5,7,24-triene-3beta-ol","27910","3"
"C05108","14-Demethyllanosterol|4,4-Dimethyl-5alpha-cholesta-8,24-dien-3beta-ol|4,4-Dimethyl-8,24-cholestadienol","18364","3"
"C05109","24,25-Dihydrolanosterol","28113","2"
"C05110","4alpha-Methylcholesta-8-en-3beta-ol","28432","2"
"C05111","Methostenol|4alpha-Methyl-5alpha-cholesta-7-en-3beta-ol","6836","2"
"C05113","Porphyrin","8337","0"
"C05114","Mucopolysaccharide","37395","1"
"C05116","3-Hydroxybutanoyl-CoA|3-Hydroxybutyryl-CoA","37050","2"
"C05117","3-Aminobutanoyl-CoA|3-Aminobutyryl-CoA","28317","0"
"C05118","S-(2-Methylbutanoyl)-dihydrolipoamide","28692","0"
"C05119","S-(3-Methylbutanoyl)-dihydrolipoamide","27462","0"
"C05122","Taurocholate|Taurocholic acid|Cholyltaurine","28865","2"
"C05123","2-Hydroxyethanesulfonate|2-Hydroxyethanesulfonic acid|2-Hydroxyethane-1-sulfonic acid|Isethionic acid|Isethionate","1157","2"
"C05125","2-(alpha-Hydroxyethyl)thiamine diphosphate|2-Hydroxyethyl-ThPP","978","6"
"C05126","Dimethyl citraconate|Citraconic acid dimethyl ester|2-Butenedioic acid, 2-methyl-, dimethyl ester, (Z)-|Citraconate de dimethyle|Citraconic acid, dimethyl ester|Dimethyl methylmaleate|Methylmaleic acid, dimethyl ester","4607","0"
"C05127","N-Methylhistamine|1-Methylhistamine|1-Methyl-4-(2-aminoethyl)imidazole|Ntau-Methylhistamine","29009","2"
"C05130","Imidazole-4-acetaldehyde|Imidazole acetaldehyde","27398","3"
"C05131","(1-Ribosylimidazole)-4-acetate","141","1"
"C05133","4-Imidazolone-5-acetate|Imidazolone acetate|(5-Hydroxyimidazole)-4-acetate|5-Hydroxy-4-imidazoleacetate","27850","2"
"C05135","4-(beta-Acetylaminoethyl)imidazole|N-Acetylhistamine","28483","1"
"C05136","GDP-3,6-dideoxy-D-galactose","28439","0"
"C05138","17alpha-Hydroxypregnenolone","28750","6"
"C05139","16alpha-Hydroxydehydroepiandrosterone|5-Androstene-3beta,16alpha-diol-17-one","27771","2"
"C05140","16alpha-Hydroxyandrost-4-ene-3,17-dione|4-Androsten-16alpha-ol-3,17-dione","27582","1"
"C05141","Estriol|1,3,5(10)-Estratriene-3,16-alpha,17beta-triol","27974","4"
"C05143","Dhurrin|(S)-4-Hydroxymandelonitrile beta-D-glucoside","27826","2"
"C05144","(beta-D-Mannuronate)n|Poly(beta-D-mannuronate)|Polymannuronate","468","3"
"C05145","3-Aminoisobutyric acid|3-Aminoisobutanoate|3-Amino-2-methylpropanoate","27389","1"
"C05146","Hydantoin|Glycolylurea","27612","0"
"C05147","trans-3-Hydroxy-L-proline|trans-L-3-Hydroxyproline","16889","1"
"C05148","Debromoaplysiatoxin","4344","0"
"C05149","Bryostatin 1","3200","0"
"C05150","Teleocidin B-1|(4S,7S,10S,13R)-13-Ethenyl-1,3,4,5,7,8,10,11,12,13-decahydro-4-(hydroxymethyl)-8,10,13-trimethyl-7,10-diisopropyl-6H-benzo[g][1,4]diazonino[7,6,5-cd]indol-6-one","","0"
"C05151","12-O-Tetradecanoylphorbol 13-acetate|TPA|Phorbol 12-myristate 13-acetate|12-Tetradecanoylphorbol 13-acetate|PMA","37537","0"
"C05155","5-Amino-4-chloro-2-(5-hydroxymuconoyl)-3(2H)-pyridazinone|5-Amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone","17881","1"
"C05156","Aminoacyl-tRNA","2651","2"
"C05157","Peptidyl-aminoacyl-tRNA","8014","1"
"C05158","trans-beta-D-Glucosyl-2-hydroxycinnamate|beta-D-Glucosyl-2-coumarate","17531","2"
"C05159","6-(2,6-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R","17651","1"
"C05161","2,5-Diaminohexanoate","16926","3"
"C05163","O-Methyl-scyllo-inositol|1-O-Methyl-scyllo-inositol","","0"
"C05165","2-Amino-5-oxocyclohex-1-enecarbonyl-CoA|2-Amino-5-oxocyclohex-1-enecarboxyl-CoA","18206","3"
"C05167","alpha-Amino acid","33704","9"
"C05172","Selenophosphoric acid|Selenophosphate","29269|64331","3"
"C05174","(S)-Cheilanthifoline|(6aS)-6,6a,11,14-Tetrahydro-8-methoxy-12H-benzo[a]-1,3-benzodioxolo[4,5-g]quinolizim-9-ol","16233","2"
"C05175","Stylopine|(S)-Stylopine|l-Tetrahydrocoptisine|6,7,12b,13e-Tetrahydro-4H-bis[1,3]benzodioxolo[5,6-a:4',5'-g]quinolizine","18285","2"
"C05176","(S)-N-Methylcoclaurine|(S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol","17041","6"
"C05177","Berbamunine|(1S)-1,2,3,4-Tetrahydro-1-[[4-[2-hydroxy-5-[[(1R)-1,2,3,4-tetrahydro-7-hydroxy-6-methoxy-2-methyl-1-isoquinolinyl]methyl]phenoxy]phenyl]methyl]-6-methoxy-2-methyl-7-isoquinolinol","16777","1"
"C05178","(R)-Reticuline|(1R)-1,2,3,4-Tetrahydro-1-[(3-hydroxy-4-methoxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol","17428","5"
"C05179","Salutaridine|Sinoacutine|5,6,8,14-Tetradehydro-4-hydroxy-3,6-dimethoxy-17-methyl-morphinan-7-one","17225","2"
"C05183","Ferrocytochrome b-561","15910","1"
"C05189","Protopine","16415","2"
"C05190","6-Hydroxyprotopine","17104","2"
"C05191","Dihydrosanguinarine|13,14-Dihydro-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine","17209","5"
"C05193","12-Hydroxydihydrochelirubine|12-Hydroxychelirubine","15716","2"
"C05194","Dihydrochelirubine|13,14-Dihydro-5-methoxy-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine","17789","5"
"C05195","3-Hydroxybenzoyl-CoA","15484","3"
"C05196","Dihydroflavodoxin","","1"
"C05197","Protein glycine|[Enzyme]-glycine","10174","1"
"C05198","5'-Deoxyadenosine","17319","21"
"C05199","Flavodoxin semiquinone","","1"
"C05200","3-Hexaprenyl-4,5-dihydroxybenzoate","18081","2"
"C05201","(R,S)-Tetrahydrobenzylisoquinoline|(RS)-1-Benzyl-1,2,3,4-tetrahydroisoquinoline","16804","1"
"C05202","3'-Hydroxy-N-methyl-(S)-coclaurine|(S)-3'-Hydroxy-N-methylcoclaurine","17079","4"
"C05203","6-O-Methylnorlaudanosoline","15944","2"
"C05204","(S)-Tetrahydroprotoberberine|(S)-7,8,13,14-Tetrahydroprotoberberine","50400","1"
"C05205","[Cytochrome c] methionine|[Cytochrome c] L-methionine","10144","1"
"C05206","Histone L-arginine|Histone-arginine","5735","1"
"C05207","[Myeline basic protein] L-arginine|[Myelin basic protein]-arginine","10166","1"
"C05208","1-Alkyl-2-arachidonyl-sn-glycero-3-phosphocholine|1-Organyl-2-arachidonyl-sn-glycero-3-phosphocholine","28894","1"
"C05209","1-Alkyl-2-lyso-sn-glycero-3-phosphoethanolamine|1-Organyl-2-lyso-sn-glycero-3-phosphoethanolamine|1-Radyl-2-lyso-sn-glycero-3-phosphoethanolamine","","2"
"C05210","1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine|1-Organyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine","18382","1"
"C05212","1-Radyl-2-acyl-sn-glycero-3-phosphocholine|1-Organyl-2-acyl-sn-glycero-3-phosphocholine|2-Acyl-1-alkyl-sn-glycero-3-phosphocholine","36702","4"
"C05217","1-Organyl-2-lyso-sn-glycero-3-phospholipid","","1"
"C05218","1-Radyl-2-acetyl-sn-glycero-3-phospholipid|1-Alkyl-2-acetyl-sn-glycero-3-phospholipid|1-Organyl-2-acetyl-sn-glycero-3-phospholipid","685","1"
"C05220","Salutaridinol|5,6,8,14-Tetradehydro-3,6-dimethoxy-17-methyl-morphinan-4,7-diol","18373","2"
"C05223","Dodecanoyl-[acyl-carrier protein]|Dodecanoyl-[acp]|Lauroyl-[acyl-carrier protein]","","5"
"C05226","N-Carbamoyl-D-amino acid","17255","1"
"C05227","UDP-sugar|UDP-monosaccharide","17297","2"
"C05229","Phaseollidin hydrate","17465","1"
"C05230","Phaseollidin|(-)-Phaseollidin","17556","1"
"C05231","L-3-Aminobutyryl-CoA","15512","2"
"C05232","(2S)-2-Methylacyl-CoA","15451","1"
"C05234","Detyrosinated alpha-tubulin","","1"
"C05235","Hydroxyacetone|Acetol|1-Hydroxy-2-propanone|2-Ketopropyl alcohol|Acetone alcohol|Pyruvinalcohol|Pyruvic alcohol|Methylketol","27957","3"
"C05239","5-Aminoimidazole|Aminoimidazole|4-Aminoimidazole","16607","2"
"C05243","(R)-N-Methylcoclaurine|(R)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol","16387","4"
"C05247","10-Hydroxydihydrosanguinarine","15878","2"
"C05250","[Protein-PII]|Nitrogen regulatory protein P-II","","1"
"C05252","2-Amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-Tri-hydroxypropyl)-5,6,7,8-tetrahydroxypterin","28155","0"
"C05253","2-Amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin","28174","0"
"C05258","(S)-3-Hydroxyhexadecanoyl-CoA","27402","2"
"C05259","3-Oxopalmitoyl-CoA|3-Ketopalmitoyl-CoA|3-Oxohexadecanoyl-CoA","15491","2"
"C05260","(S)-3-Hydroxytetradecanoyl-CoA","27466","2"
"C05261","3-Oxotetradecanoyl-CoA","28726","2"
"C05262","(S)-3-Hydroxydodecanoyl-CoA","27668","2"
"C05263","3-Oxododecanoyl-CoA","27868","2"
"C05264","(S)-Hydroxydecanoyl-CoA|(S)-3-Hydroxydecanoyl-CoA","28325","2"
"C05265","3-Oxodecanoyl-CoA","28528","2"
"C05266","(S)-3-Hydroxyoctanoyl-CoA|(S)-3-Hydroxycapryloyl-CoA|(S)-Hydroxyoctanoyl-CoA","28632","2"
"C05267","3-Oxooctanoyl-CoA","28264","2"
"C05268","(S)-Hydroxyhexanoyl-CoA|(S)-3-Hydroxyhexanoyl-CoA","28276","2"
"C05269","3-Oxohexanoyl-CoA|3-Ketohexanoyl-CoA","27648","2"
"C05270","Hexanoyl-CoA","27540","6"
"C05271","trans-Hex-2-enoyl-CoA|(2E)-Hexenoyl-CoA","28706","3"
"C05272","trans-Hexadec-2-enoyl-CoA|trans-2-Hexadecenoyl-CoA|(2E)-Hexadecenoyl-CoA","28935","4"
"C05273","trans-Tetradec-2-enoyl-CoA|(2E)-Tetradecenoyl-CoA","27721","3"
"C05274","Decanoyl-CoA","28493","3"
"C05275","trans-Dec-2-enoyl-CoA|(2E)-Decenoyl-CoA","10723","3"
"C05276","trans-Oct-2-enoyl-CoA|(2E)-Octenoyl-CoA","27537","3"
"C05278","(R)-3-Hydroxycapryloyl-CoA","28573","0"
"C05279","trans,cis-Lauro-2,6-dienoyl-CoA","28387","1"
"C05280","cis,cis-3,6-Dodecadienoyl-CoA","28002","1"
"C05281","5-Methylbarbiturate|5-Methylbarbituric acid","28492","3"
"C05282","(5-L-Glutamyl)-L-glutamate","28519|73705","0"
"C05283","(5-L-Glutamyl)-L-glutamine","28369|73707","0"
"C05284","11beta-Hydroxyandrost-4-ene-3,17-dione|Androst-4-ene-3,17-dione-11beta-ol|4-Androsten-11beta-ol-3,17-dione","27967","5"
"C05285","Adrenosterone","2495","1"
"C05290","19-Hydroxyandrost-4-ene-3,17-dione|19-Hydroxyandrostenedione","27576","2"
"C05291","7alpha-Hydroxytestosterone","2295","2"
"C05293","5beta-Dihydrotestosterone","2150","1"
"C05294","19-Hydroxytestosterone|17beta,19-Dihydroxyandrost-4-en-3-one","798","2"
"C05295","19-Oxotestosterone","75308","2"
"C05296","7alpha-Hydroxyandrost-4-ene-3,17-dione|7alpha-Hydroxyandrostenedione","27768","2"
"C05297","19-Oxoandrost-4-ene-3,17-dione|19-Oxoandrostenedione","799","2"
"C05298","2-Hydroxyestrone","1156","3"
"C05299","2-Methoxyestrone","1189","3"
"C05300","16alpha-Hydroxyestrone","776","3"
"C05301","2-Hydroxyestradiol|2-Hydroxyestradiol-17beta|2-OH-Estradiol","28744","3"
"C05302","2-Methoxy-17beta-estradiol|2-Methoxyestradiol-17beta","28955","3"
"C05305","Ferricytochrome b-561","16078","1"
"C05306","Chlorophyll a","18230","6"
"C05307","Chlorophyll b","27888","5"
"C05308","Linalyl diphosphate|LPP","6468","0"
"C05309","Semiquinone|Semiquinone radical|Semidione|Benzosemiquinone","15817","2"
"C05312","Protein glycin-2-yl radical|[Enzyme]-glycin-2-yl radical","10175","1"
"C05313","3-Hexaprenyl-4-hydroxy-5-methoxybenzoate","16835","2"
"C05314","N-Methyl-(R,S)-tetrahydrobenzylisoquinoline|N-Methyl-(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline","15979","1"
"C05315","Palmatine|5,6-Dihydro-2,3,9,10-tetramethoxydibenzo[a,g]quinolizinium","16096","3"
"C05316","Dihydromacarpine|13,14-Dihydro-5,7-dimethoxy-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine","18029","2"
"C05317","Nororientaline","17048","1"
"C05318","cis-N-Methyl-(S)-7,8,13,14-tetrahydroprotoberberine","50537","1"
"C05319","[Cytochrome c] S-methylmethionine|[Cytochrome c] S-methyl-L-methionine","","1"
"C05320","Histone N(omega)-methyl-L-arginine|Histone-N(omega)-methylarginine","5736","1"
"C05321","[Myeline basic protein] N(omega)-methyl-L-arginine|[Myelin basic protein]-N(omega)-methylarginine","10167","1"
"C05322","7-O-Acetylsalutaridinol|Salutaridinol acetate","16184","2"
"C05324","Nicotianamine","17721","2"
"C05325","Purine mononucleotide","45262","1"
"C05326","Uridylyl-[protein-PII]|Uridylylated nitrogen regulatory protein P-II|P-II-UMP","","1"
"C05328","D-2-Aminohexano-6-lactam|(R)-2-Aminohexano-6-lactam","29090","1"
"C05329","(2R)-2-Methylacyl-CoA","15450","1"
"C05330","Homocysteine|2-Amino-4-mercaptobutyric acid","17230","1"
"C05332","Phenethylamine|2-Phenylethylamine|beta-Phenylethylamine|Phenylethylamine","18397","4"
"C05334","Isosakuranetin|4'-Methoxy-5,7-dihydroxyflavonone|4'-Methylnaringenin","27552","0"
"C05335","L-Selenomethionine","30021","7"
"C05336","Selenomethionyl-tRNA(Met)","9100","2"
